,tweet_content,tweet_date,Sentiment,sentiment_score,hashtags,id_dist
27,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcobelsbeicga,2024-09-10 11:24:17,Positive ❤️,0.6010781526565552,World,4
28,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,Neutral 💛,0.6132248044013977,Sports,5
29,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,Neutral 💛,0.6132248044013977,Summertime,5
30,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,Neutral 💛,0.6132248044013977,Summer Sports,5
31,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,Neutral 💛,0.6132248044013977,Summer,5
32,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,Neutral 💛,0.3472824990749359,India,6
33,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,Neutral 💛,0.3472824990749359,Cricket,6
34,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,Neutral 💛,0.3472824990749359,World,6
35,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,Neutral 💛,0.3472824990749359,Sri Lanka,6
36,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,Positive ❤️,0.5405513644218445,Soccer,7
37,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,Positive ❤️,0.5405513644218445,United,7
38,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,Positive ❤️,0.5405513644218445,United States,7
39,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,Positive ❤️,0.5405513644218445,Defi,7
40,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,Positive ❤️,0.5405513644218445,World,7
41,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,Negative 😡,0.9527972340583801,Racism,8
42,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,Negative 😡,0.9527972340583801,Social Media Criticism,8
43,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,Negative 😡,0.9527972340583801,Society,8
44,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,Negative 😡,0.9527972340583801,Social Media,8
45,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,Negative 😡,0.9527972340583801,Media,8
46,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,Neutral 💛,0.8601936101913452,England,9
47,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,Neutral 💛,0.8601936101913452,Sports,9
48,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,Neutral 💛,0.8601936101913452,Football,9
49,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,Neutral 💛,0.8601936101913452,United States,9
50,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,Neutral 💛,0.8601936101913452,World,9
51,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Parenting Advice,10
52,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Motherhood,10
53,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Children,10
54,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Childhood,10
55,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Parenthood,10
56,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Family,10
57,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Tips,10
58,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Mothers,10
59,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Parents,10
60,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Tips And Tricks,10
61,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Kids,10
62,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,Neutral 💛,0.8972827792167664,Parenting,10
63,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Coronavirus,11
64,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Virus,11
65,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Emotional Intelligence,11
66,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Love,11
67,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Emotions,11
68,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Life,11
69,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Relationships,11
70,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Feelings,11
71,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,Positive ❤️,0.8048589825630188,Love Yourself,11
72,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,Negative 😡,0.5038737654685974,,12
73,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Economics,13
74,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Finance,13
75,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Money,13
76,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Investing,13
77,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Management,13
78,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Football,13
79,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Investment,13
80,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Money Management,13
81,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,Negative 😡,0.9637288451194763,Economy,13
82,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Saving,14
83,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Economics,14
84,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Finance,14
85,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Money,14
86,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Investing,14
87,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Saving Money,14
88,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Management,14
89,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Investment,14
90,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Money Management,14
91,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,Neutral 💛,0.9646937251091003,Economy,14
92,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Economics,15
93,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Finance,15
94,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Money,15
95,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Investing,15
96,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Management,15
97,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Investment,15
98,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Money Management,15
99,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,Negative 😡,0.7506685853004456,Economy,15
100,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,Neutral 💛,0.8747743964195251,Workplace,16
101,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,Neutral 💛,0.8747743964195251,Workplace Violence,16
102,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,Neutral 💛,0.8747743964195251,Work,16
103,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,Neutral 💛,0.8747743964195251,Rent,16
104,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,Neutral 💛,0.8747743964195251,Landlords,16
105,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Environment,17
106,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Climate Action,17
107,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Data Science,17
108,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Data,17
109,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Environmental Issues,17
110,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Climate,17
111,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Science,17
112,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,Negative 😡,0.9753182530403137,Climate Change,17
113,the offers continue to pour in for c theophilousedem the cushingbbball big man hit his stride this summer amp has easily become one of the most dominant big men in his class the more coaches see him the more offers he gets highlights from the anotherone httpstcoarrugysifp,2024-09-13 20:29:32,Positive ❤️,0.70478355884552,Sports,18
114,the offers continue to pour in for c theophilousedem the cushingbbball big man hit his stride this summer amp has easily become one of the most dominant big men in his class the more coaches see him the more offers he gets highlights from the anotherone httpstcoarrugysifp,2024-09-13 20:29:32,Positive ❤️,0.70478355884552,Major League Baseball,18
115,the offers continue to pour in for c theophilousedem the cushingbbball big man hit his stride this summer amp has easily become one of the most dominant big men in his class the more coaches see him the more offers he gets highlights from the anotherone httpstcoarrugysifp,2024-09-13 20:29:32,Positive ❤️,0.70478355884552,Major League,18
116,the offers continue to pour in for c theophilousedem the cushingbbball big man hit his stride this summer amp has easily become one of the most dominant big men in his class the more coaches see him the more offers he gets highlights from the anotherone httpstcoarrugysifp,2024-09-13 20:29:32,Positive ❤️,0.70478355884552,Summer,18
117,the agenda they had on him this summer was disgusting when he clearly was englands best player,2024-09-14 15:21:07,Negative 😡,0.9638438820838928,World,19
118,the agenda they had on him this summer was disgusting when he clearly was englands best player,2024-09-14 15:21:07,Negative 😡,0.9638438820838928,England,19
119,the agenda they had on him this summer was disgusting when he clearly was englands best player,2024-09-14 15:21:07,Negative 😡,0.9638438820838928,england,19
120,the agenda they had on him this summer was disgusting when he clearly was englands best player,2024-09-14 15:21:07,Negative 😡,0.9638438820838928,Defi,19
121,celine the bright young campaign men summer celine tailoring celine tailcoat collection available in stores and on httpstcoattjai on february th jules hedi slimane photography and styling holkham norfolk england june celinebyhedislimane httpstcoqfubznqm,2024-09-12 13:59:43,Neutral 💛,0.8880961537361145,Europe,20
122,celine the bright young campaign men summer celine tailoring celine tailcoat collection available in stores and on httpstcoattjai on february th jules hedi slimane photography and styling holkham norfolk england june celinebyhedislimane httpstcoqfubznqm,2024-09-12 13:59:43,Neutral 💛,0.8880961537361145,Fashion Week,20
123,celine the bright young campaign men summer celine tailoring celine tailcoat collection available in stores and on httpstcoattjai on february th jules hedi slimane photography and styling holkham norfolk england june celinebyhedislimane httpstcoqfubznqm,2024-09-12 13:59:43,Neutral 💛,0.8880961537361145,Fashion,20
124,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Saving,21
125,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Economics,21
126,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Finance,21
127,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Money,21
128,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Investing,21
129,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Saving Money,21
130,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Management,21
131,i am devastated not to have been selected to play for england at the euros this summer despite my best efforts i have not been able to overcome an injury to my calf maybe i pushed myself too hard to try and make it simply i am absolutely gutted for me representing httpstconwxmuazuo,2024-06-06 15:09:05,Negative 😡,0.9781635999679565,Investment,21
