Unnamed: 0,tweet_content,tweet_date,tweet_location,hashtag,sentiment_score,Sentiment,id_dist,emotion
13,for the people mocking lee carsley being a possible replacement for gareth southgate watch this video he had the us playing some of the best football ive ever seen an england team play when they won the euros last summer httpstcodpfhxvfi,2024-07-16 17:25:57,,Experience,0.7077057957649231,Positive ❤️,98fc4de4-f877-464c-8fb4-e6461997a591,anger
14,for the people mocking lee carsley being a possible replacement for gareth southgate watch this video he had the us playing some of the best football ive ever seen an england team play when they won the euros last summer httpstcodpfhxvfi,2024-07-16 17:25:57,,Life Lessons,0.7077057957649231,Positive ❤️,98fc4de4-f877-464c-8fb4-e6461997a591,anger
15,for the people mocking lee carsley being a possible replacement for gareth southgate watch this video he had the us playing some of the best football ive ever seen an england team play when they won the euros last summer httpstcodpfhxvfi,2024-07-16 17:25:57,,Lessons Learned,0.7077057957649231,Positive ❤️,98fc4de4-f877-464c-8fb4-e6461997a591,anger
16,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcobelsbeicga,2024-09-10 11:24:17,,United States,0.6010781526565552,Positive ❤️,8d852617-bfc8-4fe0-aa29-39da6937cccc,neutral
17,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcobelsbeicga,2024-09-10 11:24:17,,United,0.6010781526565552,Positive ❤️,8d852617-bfc8-4fe0-aa29-39da6937cccc,neutral
18,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcobelsbeicga,2024-09-10 11:24:17,,Defi,0.6010781526565552,Positive ❤️,8d852617-bfc8-4fe0-aa29-39da6937cccc,neutral
19,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcobelsbeicga,2024-09-10 11:24:17,,World,0.6010781526565552,Positive ❤️,8d852617-bfc8-4fe0-aa29-39da6937cccc,neutral
20,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcobelsbeicga,2024-09-10 11:24:17,,Soccer,0.6010781526565552,Positive ❤️,8d852617-bfc8-4fe0-aa29-39da6937cccc,neutral
21,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,,Summer Training,0.6132248044013977,Neutral 💛,db13210c-0116-440c-9e51-1ab68f85afe9,neutral
22,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,,Summer,0.6132248044013977,Neutral 💛,db13210c-0116-440c-9e51-1ab68f85afe9,neutral
23,ready for a big summer threelions marksandspencer httpstcopeoeny,2024-06-10 20:24:12,,Teamwork,0.6132248044013977,Neutral 💛,db13210c-0116-440c-9e51-1ab68f85afe9,neutral
24,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,,India,0.3472824990749359,Neutral 💛,e77da801-6282-4ca1-b3cf-5221ee19c901,joy
25,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,,World,0.3472824990749359,Neutral 💛,e77da801-6282-4ca1-b3cf-5221ee19c901,joy
26,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,,Cricket World,0.3472824990749359,Neutral 💛,e77da801-6282-4ca1-b3cf-5221ee19c901,joy
27,cricket engvsl well played sri lanka deserved day rd test win by wkts superb ton by nissanka some complacency amp arrogance from england lawrence not an opener brainless experiment woakes not a number seven despite that a successful summer victories from httpstcoisgtircki,2024-09-09 12:12:11,,Cricket,0.3472824990749359,Neutral 💛,e77da801-6282-4ca1-b3cf-5221ee19c901,joy
28,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,,United States,0.5405513644218445,Positive ❤️,c6a5fbc4-7b07-468e-a5b0-ae0fcb031c91,neutral
29,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,,United,0.5405513644218445,Positive ❤️,c6a5fbc4-7b07-468e-a5b0-ae0fcb031c91,neutral
30,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,,Defi,0.5405513644218445,Positive ❤️,c6a5fbc4-7b07-468e-a5b0-ae0fcb031c91,neutral
31,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,,World,0.5405513644218445,Positive ❤️,c6a5fbc4-7b07-468e-a5b0-ae0fcb031c91,neutral
32,manchester united are monitoring eberechi eze and might make a move for the england forward next summer mennewsdesk httpstcowjkpsztw,2024-09-10 11:38:00,,Soccer,0.5405513644218445,Positive ❤️,c6a5fbc4-7b07-468e-a5b0-ae0fcb031c91,neutral
33,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Humanity,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
34,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Social Media,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
35,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Social Justice,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
36,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Equality,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
37,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Diversity And Inclusion,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
38,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Diversity,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
39,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Justice,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
40,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Society,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
41,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Racism,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
42,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Human Rights,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
43,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Media,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
44,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Gender Equality,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
45,ehsan hussain who used the name chris nolan to post racist messages on telegram faces a substantial prison sentence credit west midlands policepa an asian man used the fake name chris nolan on social media to stir up racial hatred in birmingham during the summer riots httpstcoziwalqanut,2024-09-12 18:14:14,,Social Media Criticism,0.95279723405838,Negative 😡,0832cef0-87ea-43ed-930f-6b6b58103af4,anger
46,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,,United States,0.8601936101913452,Neutral 💛,5115f9d7-fefa-4e55-881b-dbcf8dae88f4,surprise
47,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,,United Kingdom,0.8601936101913452,Neutral 💛,5115f9d7-fefa-4e55-881b-dbcf8dae88f4,surprise
48,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,,Football,0.8601936101913452,Neutral 💛,5115f9d7-fefa-4e55-881b-dbcf8dae88f4,surprise
49,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,,World,0.8601936101913452,Neutral 💛,5115f9d7-fefa-4e55-881b-dbcf8dae88f4,surprise
50,over the summer brown was linked with a potential move back to england the mirror and bbc sport were reporting in late may that both aston villa and crystal palace held an interest with manchester united supposedly shortlisting the left back too mufc cpfc avfc pl httpstcoerqwvpjs,2024-09-12 18:00:53,,Sports,0.8601936101913452,Neutral 💛,5115f9d7-fefa-4e55-881b-dbcf8dae88f4,surprise
51,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Money,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
52,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Economics,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
53,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Saving Money,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
54,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Economy,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
55,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Management,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
56,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Saving,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
57,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Money Management,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
58,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Investing,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
59,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Investment,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
60,children shrimp fishing in the summer of beachlife shrimpfishing victorianperiod colourised s httpstcojsceeclzac,2024-09-08 19:14:49,,Finance,0.8972827792167664,Neutral 💛,1f7327ea-9c14-4d08-ba32-af2027431562,joy
61,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,,Travel Tips,0.8048589825630188,Positive ❤️,621bb5c6-376a-41d4-9441-10d52e611a30,joy
62,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,,Advice,0.8048589825630188,Positive ❤️,621bb5c6-376a-41d4-9441-10d52e611a30,joy
63,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,,Tips,0.8048589825630188,Positive ❤️,621bb5c6-376a-41d4-9441-10d52e611a30,joy
64,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,,Tips And Tricks,0.8048589825630188,Positive ❤️,621bb5c6-376a-41d4-9441-10d52e611a30,joy
65,we found her on christmas eve after she had been burnt with oil and water she was outside a on the street of thailand eve has had the most remarkable transformation and she says her summer in sunny england has been the best of her life httpstcolkdmikf,2024-08-14 11:28:55,,Travel,0.8048589825630188,Positive ❤️,621bb5c6-376a-41d4-9441-10d52e611a30,joy
66,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Internet,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
67,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Blogger,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
68,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Blog,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
69,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Web,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
70,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Tech,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
71,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Digital,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
72,the jump from summer to winter was a bit extreme even for england oh well got my new rocks out httpstcowwsvmodjyf,2024-09-11 07:51:06,,Technology,0.5038737654685974,Negative 😡,7a35cdd0-37bb-4be5-b373-dd9175186580,neutral
73,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Money,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
74,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Economics,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
75,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Saving Money,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
76,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Economy,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
77,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Management,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
78,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Saving,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
79,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Money Management,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
80,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Investing,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
81,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Investment,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
82,anthony gordon finally opens up on his england heartbreak this summer a very honest interview clearly extremely gutted about the whole scenario what southgate did was shameful nufc httpstcoqjuyfqgdb,2024-09-06 10:48:14,,Finance,0.9637288451194764,Negative 😡,783d9b43-fef7-4568-aa61-f108fa7356db,sadness
83,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Economics,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
84,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Money,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
85,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Economy,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
86,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Management,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
87,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Investing,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
88,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Money Management,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
89,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Investment,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
90,liverpool newcastle and tottenham are amongst the clubs tracking former manchester united starlet angel gomes the england internationals contract with lille expires next summer httpstcokuqxzfk,2024-09-12 09:26:07,,Finance,0.9646937251091005,Neutral 💛,1c3a33a8-b8b2-46ef-b795-c581ae1e0000,joy
91,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,,Real Madrid,0.7506685853004456,Negative 😡,a7f1b79c-c129-404f-bcb1-64587c6545cc,sadness
92,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,,World,0.7506685853004456,Negative 😡,a7f1b79c-c129-404f-bcb1-64587c6545cc,sadness
93,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,,Defi,0.7506685853004456,Negative 😡,a7f1b79c-c129-404f-bcb1-64587c6545cc,sadness
94,keira walshs future her contract with barca expires next summer keira has announced that she wants to go back to england and the wsl chelsea fc and arsenal are interested in signing the midfielder but the time to the closing of the transfer window is too short expect her to httpstcojfhzkm,2024-09-12 11:37:56,,Barcelona,0.7506685853004456,Negative 😡,a7f1b79c-c129-404f-bcb1-64587c6545cc,sadness
95,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,,Crime,0.8747743964195251,Neutral 💛,334c5f2b-dda7-4ff3-bd5e-1552a5f6a40d,neutral
96,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,,Labour Law,0.8747743964195251,Neutral 💛,334c5f2b-dda7-4ff3-bd5e-1552a5f6a40d,neutral
97,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,,Rent,0.8747743964195251,Neutral 💛,334c5f2b-dda7-4ff3-bd5e-1552a5f6a40d,neutral
98,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,,Law,0.8747743964195251,Neutral 💛,334c5f2b-dda7-4ff3-bd5e-1552a5f6a40d,neutral
99,landlords will be banned from taking action against nonpaying tenants for up to three months under labour rent reforms set to launch next summer currently tenants can only fall into two months of consecutive rent arrears before a landlord is allowed to begin proceedings to,2024-09-13 06:01:19,,Labour,0.8747743964195251,Neutral 💛,334c5f2b-dda7-4ff3-bd5e-1552a5f6a40d,neutral
100,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,,Climate,0.9753182530403136,Negative 😡,e094e35a-d2d6-4fc9-b225-c9b820b51ae3,anger
101,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,,Climate Change,0.9753182530403136,Negative 😡,e094e35a-d2d6-4fc9-b225-c9b820b51ae3,anger
102,noaa noaancei not where i live northern england been the worst and coldest summer in years the data seems to be flawed it does not match reality,2024-09-13 03:21:06,,Environment,0.9753182530403136,Negative 😡,e094e35a-d2d6-4fc9-b225-c9b820b51ae3,anger
